# MvsR for tab1d_cold /home/gieg/projects/eos/RMF3/RMF3_TOV.d
# p_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 1.334023e-04 7.042547e+00 1.165252e+00 1.258596e+00 8.256000e+00 1.129078e+03 1.186698e-03 9.038079e+00
 1.334608e-04 7.042274e+00 1.165503e+00 1.258892e+00 8.256000e+00 1.126263e+03 1.186881e-03 9.038248e+00
 1.335193e-04 7.042001e+00 1.165753e+00 1.259188e+00 8.256000e+00 1.127041e+03 1.187064e-03 9.038417e+00
 1.335778e-04 7.041728e+00 1.166004e+00 1.259484e+00 8.256000e+00 1.123809e+03 1.187247e-03 9.038586e+00
 1.336363e-04 7.041455e+00 1.166255e+00 1.259780e+00 8.256000e+00 1.123417e+03 1.187430e-03 9.038756e+00
 1.336949e-04 7.041181e+00 1.166505e+00 1.260076e+00 8.256000e+00 1.122143e+03 1.187613e-03 9.038925e+00
 1.337534e-04 7.040908e+00 1.166756e+00 1.260372e+00 8.256000e+00 1.119575e+03 1.187796e-03 9.039095e+00
 1.338120e-04 7.040635e+00 1.167006e+00 1.260668e+00 8.256000e+00 1.120172e+03 1.187979e-03 9.039264e+00
 1.338707e-04 7.040362e+00 1.167257e+00 1.260964e+00 8.256000e+00 1.117390e+03 1.188162e-03 9.039434e+00
 1.339293e-04 7.040088e+00 1.167508e+00 1.261260e+00 8.256000e+00 1.117377e+03 1.188345e-03 9.039603e+00
 1.339880e-04 7.039815e+00 1.167758e+00 1.261557e+00 8.256000e+00 1.115404e+03 1.188528e-03 9.039773e+00
 1.340467e-04 7.039542e+00 1.168009e+00 1.261853e+00 8.256000e+00 1.112835e+03 1.188712e-03 9.039942e+00
 1.341055e-04 7.039268e+00 1.168260e+00 1.262149e+00 8.256000e+00 1.113003e+03 1.188895e-03 9.040112e+00
 1.341643e-04 7.038995e+00 1.168510e+00 1.262445e+00 8.256000e+00 1.110163e+03 1.189078e-03 9.040281e+00
 1.342230e-04 7.038721e+00 1.168761e+00 1.262741e+00 8.256000e+00 1.110350e+03 1.189261e-03 9.040451e+00
 1.342819e-04 7.038448e+00 1.169012e+00 1.263038e+00 8.256000e+00 1.108741e+03 1.189445e-03 9.040621e+00
 1.343407e-04 7.038175e+00 1.169263e+00 1.263334e+00 8.256000e+00 1.106393e+03 1.189628e-03 9.040790e+00
 1.343996e-04 7.037901e+00 1.169513e+00 1.263630e+00 8.256000e+00 1.106291e+03 1.189811e-03 9.040960e+00
 1.344585e-04 7.037628e+00 1.169764e+00 1.263927e+00 8.256000e+00 1.103561e+03 1.189995e-03 9.041130e+00
 1.345174e-04 7.037354e+00 1.170015e+00 1.264223e+00 8.256000e+00 1.103845e+03 1.190178e-03 9.041300e+00
 1.345763e-04 7.037081e+00 1.170266e+00 1.264519e+00 8.256000e+00 1.102107e+03 1.190361e-03 9.041470e+00
 1.346353e-04 7.036807e+00 1.170516e+00 1.264816e+00 8.256000e+00 1.100202e+03 1.190545e-03 9.041640e+00
 1.346943e-04 7.036534e+00 1.170767e+00 1.265112e+00 8.256000e+00 1.099858e+03 1.190728e-03 9.041809e+00
 1.347533e-04 7.036260e+00 1.171018e+00 1.265409e+00 8.256000e+00 1.096795e+03 1.190912e-03 9.041979e+00
 1.348124e-04 7.035986e+00 1.171269e+00 1.265705e+00 8.256000e+00 1.097179e+03 1.191095e-03 9.042149e+00
 1.348714e-04 7.035713e+00 1.171520e+00 1.266002e+00 8.256000e+00 1.095154e+03 1.191279e-03 9.042319e+00
 1.349305e-04 7.035439e+00 1.171771e+00 1.266298e+00 8.256000e+00 1.093250e+03 1.191462e-03 9.042489e+00
 1.349897e-04 7.035165e+00 1.172021e+00 1.266595e+00 8.256000e+00 1.093076e+03 1.191646e-03 9.042659e+00
 1.350488e-04 7.034892e+00 1.172272e+00 1.266892e+00 8.256000e+00 1.090565e+03 1.191830e-03 9.042830e+00
 1.351080e-04 7.034618e+00 1.172523e+00 1.267188e+00 8.256000e+00 1.090707e+03 1.192013e-03 9.043000e+00
 1.351672e-04 7.034344e+00 1.172774e+00 1.267485e+00 8.256000e+00 1.088488e+03 1.192197e-03 9.043170e+00
 1.352264e-04 7.034071e+00 1.173025e+00 1.267782e+00 8.256000e+00 1.086664e+03 1.192381e-03 9.043340e+00
 1.352857e-04 7.033797e+00 1.173276e+00 1.268078e+00 8.256000e+00 1.086239e+03 1.192565e-03 9.043510e+00
 1.353450e-04 7.033523e+00 1.173527e+00 1.268375e+00 8.256000e+00 1.084113e+03 1.192748e-03 9.043680e+00
 1.354043e-04 7.033249e+00 1.173778e+00 1.268672e+00 8.256000e+00 1.084716e+03 1.192932e-03 9.043851e+00
 1.354636e-04 7.032976e+00 1.174029e+00 1.268969e+00 8.256000e+00 1.082320e+03 1.193116e-03 9.044021e+00
 1.355230e-04 7.032702e+00 1.174280e+00 1.269265e+00 8.256000e+00 1.080250e+03 1.193300e-03 9.044191e+00
 1.355824e-04 7.032428e+00 1.174531e+00 1.269562e+00 8.256000e+00 1.079723e+03 1.193484e-03 9.044362e+00
 1.356418e-04 7.032154e+00 1.174782e+00 1.269859e+00 8.256000e+00 1.077374e+03 1.193668e-03 9.044532e+00
 1.357012e-04 7.031880e+00 1.175033e+00 1.270156e+00 8.256000e+00 1.077710e+03 1.193852e-03 9.044703e+00
 1.357607e-04 7.031606e+00 1.175284e+00 1.270453e+00 8.256000e+00 1.075647e+03 1.194036e-03 9.044873e+00
 1.358202e-04 7.031332e+00 1.175535e+00 1.270750e+00 8.256000e+00 1.073885e+03 1.194220e-03 9.045043e+00
 1.358797e-04 7.031058e+00 1.175786e+00 1.271047e+00 8.256000e+00 1.073137e+03 1.194404e-03 9.045214e+00
 1.359392e-04 7.030784e+00 1.176037e+00 1.271344e+00 8.256000e+00 1.070841e+03 1.194588e-03 9.045385e+00
 1.359988e-04 7.030511e+00 1.176288e+00 1.271641e+00 8.256000e+00 1.071259e+03 1.194772e-03 9.045555e+00
 1.360584e-04 7.030237e+00 1.176539e+00 1.271938e+00 8.256000e+00 1.069150e+03 1.194956e-03 9.045726e+00
 1.361180e-04 7.029963e+00 1.176790e+00 1.272235e+00 8.256000e+00 1.067679e+03 1.195140e-03 9.045896e+00
 1.361776e-04 7.029688e+00 1.177041e+00 1.272532e+00 8.256000e+00 1.067375e+03 1.195324e-03 9.046067e+00
 1.362373e-04 7.029414e+00 1.177292e+00 1.272830e+00 8.256000e+00 1.064820e+03 1.195508e-03 9.046238e+00
 1.362970e-04 7.029140e+00 1.177543e+00 1.273127e+00 8.256000e+00 1.064786e+03 1.195693e-03 9.046408e+00
 1.363567e-04 7.028866e+00 1.177794e+00 1.273424e+00 8.256000e+00 1.062633e+03 1.195877e-03 9.046579e+00
 1.364165e-04 7.028592e+00 1.178045e+00 1.273721e+00 8.256000e+00 1.060807e+03 1.196061e-03 9.046750e+00
 1.364763e-04 7.028318e+00 1.178297e+00 1.274018e+00 8.256000e+00 1.060402e+03 1.196246e-03 9.046921e+00
 1.365361e-04 7.028044e+00 1.178548e+00 1.274316e+00 8.256000e+00 1.058261e+03 1.196430e-03 9.047092e+00
 1.365959e-04 7.027770e+00 1.178799e+00 1.274613e+00 8.256000e+00 1.058573e+03 1.196614e-03 9.047263e+00
 1.366558e-04 7.027496e+00 1.179050e+00 1.274910e+00 8.256000e+00 1.056403e+03 1.196799e-03 9.047433e+00
 1.367156e-04 7.027221e+00 1.179301e+00 1.275208e+00 8.256000e+00 1.054500e+03 1.196983e-03 9.047604e+00
 1.367755e-04 7.026947e+00 1.179553e+00 1.275505e+00 8.256000e+00 1.054201e+03 1.197168e-03 9.047775e+00
 1.368355e-04 7.026673e+00 1.179804e+00 1.275802e+00 8.256000e+00 1.051787e+03 1.197352e-03 9.047946e+00
 1.368954e-04 7.026399e+00 1.180055e+00 1.276100e+00 8.256000e+00 1.052281e+03 1.197537e-03 9.048117e+00
 1.369554e-04 7.026124e+00 1.180306e+00 1.276397e+00 8.256000e+00 1.050608e+03 1.197721e-03 9.048289e+00
 1.370154e-04 7.025850e+00 1.180557e+00 1.276695e+00 8.256000e+00 1.048364e+03 1.197906e-03 9.048460e+00
 1.370755e-04 7.025576e+00 1.180809e+00 1.276992e+00 8.256000e+00 1.047771e+03 1.198091e-03 9.048631e+00
 1.371356e-04 7.025301e+00 1.181060e+00 1.277290e+00 8.256000e+00 1.045323e+03 1.198275e-03 9.048802e+00
 1.371956e-04 7.025027e+00 1.181311e+00 1.277587e+00 8.256000e+00 1.045606e+03 1.198460e-03 9.048973e+00
 1.372558e-04 7.024753e+00 1.181563e+00 1.277885e+00 8.256000e+00 1.044006e+03 1.198645e-03 9.049144e+00
 1.373159e-04 7.024478e+00 1.181814e+00 1.278182e+00 8.256000e+00 1.041959e+03 1.198829e-03 9.049316e+00
 1.373761e-04 7.024204e+00 1.182065e+00 1.278480e+00 8.256000e+00 1.041775e+03 1.199014e-03 9.049487e+00
 1.374363e-04 7.023930e+00 1.182316e+00 1.278778e+00 8.256000e+00 1.039064e+03 1.199199e-03 9.049658e+00
 1.374965e-04 7.023655e+00 1.182568e+00 1.279076e+00 8.256000e+00 1.039202e+03 1.199384e-03 9.049829e+00
 1.375568e-04 7.023381e+00 1.182819e+00 1.279373e+00 8.256000e+00 1.037801e+03 1.199569e-03 9.050001e+00
 1.376170e-04 7.023106e+00 1.183071e+00 1.279671e+00 8.256000e+00 1.035518e+03 1.199754e-03 9.050172e+00
 1.376773e-04 7.022832e+00 1.183322e+00 1.279969e+00 8.256000e+00 1.035558e+03 1.199939e-03 9.050344e+00
 1.377377e-04 7.022557e+00 1.183573e+00 1.280267e+00 8.256000e+00 1.033223e+03 1.200124e-03 9.050515e+00
 1.377980e-04 7.022283e+00 1.183825e+00 1.280564e+00 8.256000e+00 1.033277e+03 1.200309e-03 9.050687e+00
 1.378584e-04 7.022008e+00 1.184076e+00 1.280862e+00 8.256000e+00 1.031790e+03 1.200494e-03 9.050858e+00
 1.379188e-04 7.021734e+00 1.184328e+00 1.281160e+00 8.256000e+00 1.029431e+03 1.200679e-03 9.051030e+00
 1.379792e-04 7.021459e+00 1.184579e+00 1.281458e+00 8.256000e+00 1.029182e+03 1.200864e-03 9.051201e+00
 1.380397e-04 7.021184e+00 1.184830e+00 1.281756e+00 8.256000e+00 1.026619e+03 1.201049e-03 9.051373e+00
 1.381002e-04 7.020910e+00 1.185082e+00 1.282054e+00 8.256000e+00 1.026591e+03 1.201234e-03 9.051545e+00
 1.381607e-04 7.020635e+00 1.185333e+00 1.282352e+00 8.256000e+00 1.025838e+03 1.201420e-03 9.051716e+00
 1.382213e-04 7.019353e+00 1.185585e+00 1.282650e+00 8.255000e+00 1.023396e+03 1.201605e-03 9.050704e+00
 1.382818e-04 7.019079e+00 1.185836e+00 1.282948e+00 8.255000e+00 1.022890e+03 1.201790e-03 9.050875e+00
 1.383424e-04 7.018804e+00 1.186088e+00 1.283246e+00 8.255000e+00 1.020588e+03 1.201975e-03 9.051047e+00
 1.384030e-04 7.018529e+00 1.186339e+00 1.283544e+00 8.255000e+00 1.020353e+03 1.202161e-03 9.051219e+00
 1.384637e-04 7.018254e+00 1.186591e+00 1.283842e+00 8.255000e+00 1.019905e+03 1.202346e-03 9.051390e+00
 1.385244e-04 7.017980e+00 1.186842e+00 1.284140e+00 8.255000e+00 1.017720e+03 1.202532e-03 9.051562e+00
 1.385851e-04 7.017705e+00 1.187094e+00 1.284438e+00 8.255000e+00 1.017095e+03 1.202717e-03 9.051734e+00
 1.386458e-04 7.017430e+00 1.187345e+00 1.284737e+00 8.255000e+00 1.014761e+03 1.202903e-03 9.051906e+00
 1.387065e-04 7.017155e+00 1.187597e+00 1.285035e+00 8.255000e+00 1.013954e+03 1.203088e-03 9.052078e+00
 1.387673e-04 7.016880e+00 1.187848e+00 1.285333e+00 8.255000e+00 1.013604e+03 1.203274e-03 9.052250e+00
 1.388281e-04 7.016606e+00 1.188100e+00 1.285631e+00 8.255000e+00 1.011408e+03 1.203459e-03 9.052422e+00
 1.388890e-04 7.016331e+00 1.188352e+00 1.285930e+00 8.255000e+00 1.010360e+03 1.203645e-03 9.052594e+00
 1.389498e-04 7.016056e+00 1.188603e+00 1.286228e+00 8.255000e+00 1.008987e+03 1.203830e-03 9.052766e+00
 1.390107e-04 7.015781e+00 1.188855e+00 1.286526e+00 8.255000e+00 1.007899e+03 1.204016e-03 9.052938e+00
 1.390716e-04 7.015506e+00 1.189106e+00 1.286825e+00 8.255000e+00 1.007648e+03 1.204202e-03 9.053110e+00
 1.391326e-04 7.015231e+00 1.189358e+00 1.287123e+00 8.255000e+00 1.005560e+03 1.204388e-03 9.053282e+00
 1.391935e-04 7.014956e+00 1.189610e+00 1.287421e+00 8.255000e+00 1.004222e+03 1.204573e-03 9.053454e+00
 1.392545e-04 7.014681e+00 1.189861e+00 1.287720e+00 8.255000e+00 1.003018e+03 1.204759e-03 9.053626e+00
 1.393155e-04 7.014406e+00 1.190113e+00 1.288018e+00 8.255000e+00 1.001923e+03 1.204945e-03 9.053799e+00
 1.393766e-04 7.014131e+00 1.190365e+00 1.288317e+00 8.255000e+00 1.002056e+03 1.205131e-03 9.053971e+00
 1.394377e-04 7.013856e+00 1.190616e+00 1.288615e+00 8.255000e+00 9.999518e+02 1.205317e-03 9.054143e+00
 1.394988e-04 7.013581e+00 1.190868e+00 1.288914e+00 8.255000e+00 9.978967e+02 1.205503e-03 9.054316e+00
 1.395599e-04 7.013306e+00 1.191120e+00 1.289212e+00 8.255000e+00 9.971471e+02 1.205689e-03 9.054488e+00
 1.396211e-04 7.013031e+00 1.191372e+00 1.289511e+00 8.255000e+00 9.955856e+02 1.205875e-03 9.054660e+00
 1.396822e-04 7.012756e+00 1.191623e+00 1.289810e+00 8.255000e+00 9.955830e+02 1.206061e-03 9.054833e+00
 1.397434e-04 7.012481e+00 1.191875e+00 1.290108e+00 8.255000e+00 9.941560e+02 1.206247e-03 9.055005e+00
 1.398047e-04 7.012206e+00 1.192127e+00 1.290407e+00 8.255000e+00 9.920164e+02 1.206433e-03 9.055178e+00
 1.398659e-04 7.011931e+00 1.192378e+00 1.290706e+00 8.255000e+00 9.912950e+02 1.206620e-03 9.055350e+00
 1.399272e-04 7.011655e+00 1.192630e+00 1.291004e+00 8.255000e+00 9.894479e+02 1.206806e-03 9.055523e+00
 1.399885e-04 7.011380e+00 1.192882e+00 1.291303e+00 8.255000e+00 9.893698e+02 1.206992e-03 9.055695e+00
 1.400499e-04 7.011105e+00 1.193134e+00 1.291602e+00 8.255000e+00 9.882855e+02 1.207178e-03 9.055868e+00
 1.401113e-04 7.010830e+00 1.193386e+00 1.291901e+00 8.255000e+00 9.859350e+02 1.207365e-03 9.056040e+00
 1.401727e-04 7.010555e+00 1.193637e+00 1.292199e+00 8.255000e+00 9.855897e+02 1.207551e-03 9.056213e+00
 1.402341e-04 7.010279e+00 1.193889e+00 1.292498e+00 8.255000e+00 9.838583e+02 1.207738e-03 9.056386e+00
 1.402955e-04 7.010004e+00 1.194141e+00 1.292797e+00 8.255000e+00 9.833813e+02 1.207924e-03 9.056558e+00
 1.403570e-04 7.009729e+00 1.194393e+00 1.293096e+00 8.255000e+00 9.826175e+02 1.208111e-03 9.056731e+00
 1.404185e-04 7.009453e+00 1.194645e+00 1.293395e+00 8.255000e+00 9.802340e+02 1.208297e-03 9.056904e+00
 1.404800e-04 7.009178e+00 1.194897e+00 1.293694e+00 8.255000e+00 9.794731e+02 1.208484e-03 9.057077e+00
 1.405416e-04 7.008903e+00 1.195149e+00 1.293993e+00 8.255000e+00 9.777343e+02 1.208670e-03 9.057250e+00
 1.406032e-04 7.008627e+00 1.195400e+00 1.294292e+00 8.255000e+00 9.773067e+02 1.208857e-03 9.057422e+00
 1.406648e-04 7.008352e+00 1.195652e+00 1.294591e+00 8.255000e+00 9.769072e+02 1.209044e-03 9.057595e+00
 1.407264e-04 7.008077e+00 1.195904e+00 1.294890e+00 8.255000e+00 9.745591e+02 1.209230e-03 9.057768e+00
 1.407881e-04 7.007801e+00 1.196156e+00 1.295189e+00 8.255000e+00 9.733333e+02 1.209417e-03 9.057941e+00
 1.408498e-04 7.007526e+00 1.196408e+00 1.295488e+00 8.255000e+00 9.721901e+02 1.209604e-03 9.058114e+00
 1.409115e-04 7.007250e+00 1.196660e+00 1.295787e+00 8.255000e+00 9.711298e+02 1.209791e-03 9.058287e+00
 1.409733e-04 7.006975e+00 1.196912e+00 1.296086e+00 8.255000e+00 9.712538e+02 1.209978e-03 9.058460e+00
 1.410350e-04 7.006699e+00 1.197164e+00 1.296385e+00 8.255000e+00 9.694470e+02 1.210165e-03 9.058633e+00
 1.410968e-04 7.006424e+00 1.197416e+00 1.296685e+00 8.255000e+00 9.676930e+02 1.210352e-03 9.058806e+00
 1.411587e-04 7.006148e+00 1.197668e+00 1.296984e+00 8.255000e+00 9.666361e+02 1.210539e-03 9.058980e+00
 1.412205e-04 7.005873e+00 1.197920e+00 1.297283e+00 8.255000e+00 9.651137e+02 1.210726e-03 9.059153e+00
 1.412824e-04 7.005597e+00 1.198172e+00 1.297582e+00 8.255000e+00 9.650297e+02 1.210913e-03 9.059326e+00
 1.413443e-04 7.005322e+00 1.198424e+00 1.297882e+00 8.255000e+00 9.635015e+02 1.211100e-03 9.059499e+00
 1.414062e-04 7.005046e+00 1.198676e+00 1.298181e+00 8.255000e+00 9.612830e+02 1.211287e-03 9.059673e+00
 1.414682e-04 7.004770e+00 1.198928e+00 1.298480e+00 8.255000e+00 9.611573e+02 1.211474e-03 9.059846e+00
 1.415302e-04 7.004495e+00 1.199180e+00 1.298780e+00 8.255000e+00 9.594009e+02 1.211661e-03 9.060019e+00
 1.415922e-04 7.004219e+00 1.199432e+00 1.299079e+00 8.255000e+00 9.591159e+02 1.211849e-03 9.060193e+00
 1.416543e-04 7.003944e+00 1.199684e+00 1.299379e+00 8.255000e+00 9.581480e+02 1.212036e-03 9.060366e+00
 1.417163e-04 7.003668e+00 1.199936e+00 1.299678e+00 8.255000e+00 9.556269e+02 1.212223e-03 9.060539e+00
 1.417784e-04 7.003392e+00 1.200188e+00 1.299977e+00 8.255000e+00 9.552569e+02 1.212411e-03 9.060713e+00
 1.418406e-04 7.003116e+00 1.200440e+00 1.300277e+00 8.255000e+00 9.536657e+02 1.212598e-03 9.060886e+00
 1.419027e-04 7.002841e+00 1.200692e+00 1.300577e+00 8.255000e+00 9.534490e+02 1.212786e-03 9.061060e+00
 1.419649e-04 7.002565e+00 1.200944e+00 1.300876e+00 8.255000e+00 9.528643e+02 1.212973e-03 9.061233e+00
 1.420271e-04 7.002289e+00 1.201196e+00 1.301175e+00 8.255000e+00 9.502451e+02 1.213161e-03 9.061407e+00
 1.420893e-04 7.002013e+00 1.201449e+00 1.301475e+00 8.255000e+00 9.494709e+02 1.213348e-03 9.061581e+00
 1.421516e-04 7.001738e+00 1.201701e+00 1.301775e+00 8.255000e+00 9.479820e+02 1.213536e-03 9.061754e+00
 1.422139e-04 7.001462e+00 1.201953e+00 1.302074e+00 8.255000e+00 9.471026e+02 1.213724e-03 9.061928e+00
 1.422762e-04 7.001186e+00 1.202205e+00 1.302374e+00 8.255000e+00 9.470215e+02 1.213912e-03 9.062102e+00
 1.423386e-04 7.000910e+00 1.202457e+00 1.302674e+00 8.255000e+00 9.451474e+02 1.214099e-03 9.062275e+00
 1.424009e-04 7.000634e+00 1.202709e+00 1.302973e+00 8.255000e+00 9.435467e+02 1.214287e-03 9.062449e+00
 1.424633e-04 7.000358e+00 1.202961e+00 1.303273e+00 8.255000e+00 9.426097e+02 1.214475e-03 9.062623e+00
 1.425258e-04 7.000083e+00 1.203214e+00 1.303573e+00 8.255000e+00 9.412076e+02 1.214663e-03 9.062797e+00
 1.425882e-04 6.999807e+00 1.203466e+00 1.303873e+00 8.255000e+00 9.412474e+02 1.214851e-03 9.062971e+00
 1.426507e-04 6.999531e+00 1.203718e+00 1.304172e+00 8.255000e+00 9.396688e+02 1.215039e-03 9.063144e+00
 1.427132e-04 6.999255e+00 1.203970e+00 1.304472e+00 8.255000e+00 9.377519e+02 1.215227e-03 9.063318e+00
 1.427757e-04 6.997971e+00 1.204223e+00 1.304772e+00 8.254000e+00 9.375940e+02 1.215415e-03 9.062304e+00
 1.428383e-04 6.997695e+00 1.204475e+00 1.305072e+00 8.254000e+00 9.357796e+02 1.215603e-03 9.062478e+00
 1.429009e-04 6.997419e+00 1.204727e+00 1.305372e+00 8.254000e+00 9.354268e+02 1.215791e-03 9.062652e+00
 1.429635e-04 6.997143e+00 1.204979e+00 1.305672e+00 8.254000e+00 9.344579e+02 1.215980e-03 9.062826e+00
 1.430262e-04 6.996867e+00 1.205231e+00 1.305972e+00 8.254000e+00 9.318467e+02 1.216168e-03 9.063000e+00
 1.430888e-04 6.996591e+00 1.205484e+00 1.306272e+00 8.254000e+00 9.315354e+02 1.216356e-03 9.063174e+00
 1.431515e-04 6.996315e+00 1.205736e+00 1.306572e+00 8.254000e+00 9.298036e+02 1.216544e-03 9.063348e+00
 1.432143e-04 6.996039e+00 1.205988e+00 1.306872e+00 8.254000e+00 9.295800e+02 1.216733e-03 9.063522e+00
 1.432770e-04 6.995763e+00 1.206241e+00 1.307172e+00 8.254000e+00 9.291352e+02 1.216921e-03 9.063696e+00
 1.433398e-04 6.995487e+00 1.206493e+00 1.307472e+00 8.254000e+00 9.267372e+02 1.217110e-03 9.063871e+00
 1.434026e-04 6.995211e+00 1.206745e+00 1.307772e+00 8.254000e+00 9.259679e+02 1.217298e-03 9.064045e+00
 1.434655e-04 6.994935e+00 1.206998e+00 1.308072e+00 8.254000e+00 9.246966e+02 1.217487e-03 9.064219e+00
 1.435283e-04 6.994658e+00 1.207250e+00 1.308372e+00 8.254000e+00 9.235963e+02 1.217675e-03 9.064393e+00
 1.435912e-04 6.994382e+00 1.207502e+00 1.308673e+00 8.254000e+00 9.238559e+02 1.217864e-03 9.064568e+00
 1.436541e-04 6.994106e+00 1.207755e+00 1.308973e+00 8.254000e+00 9.220871e+02 1.218053e-03 9.064742e+00
 1.437171e-04 6.993830e+00 1.208007e+00 1.309273e+00 8.254000e+00 9.202924e+02 1.218242e-03 9.064916e+00
 1.437801e-04 6.993554e+00 1.208259e+00 1.309573e+00 8.254000e+00 9.193800e+02 1.218430e-03 9.065091e+00
 1.438431e-04 6.993277e+00 1.208512e+00 1.309874e+00 8.254000e+00 9.178166e+02 1.218619e-03 9.065265e+00
 1.439061e-04 6.993001e+00 1.208764e+00 1.310174e+00 8.254000e+00 9.178862e+02 1.218808e-03 9.065440e+00
 1.439692e-04 6.992725e+00 1.209017e+00 1.310474e+00 8.254000e+00 9.165881e+02 1.218997e-03 9.065614e+00
 1.440322e-04 6.992449e+00 1.209269e+00 1.310774e+00 8.254000e+00 9.142455e+02 1.219186e-03 9.065789e+00
 1.440954e-04 6.992172e+00 1.209521e+00 1.311075e+00 8.254000e+00 9.141295e+02 1.219375e-03 9.065963e+00
 1.441585e-04 6.991896e+00 1.209774e+00 1.311375e+00 8.254000e+00 9.123860e+02 1.219564e-03 9.066138e+00
 1.442217e-04 6.991620e+00 1.210026e+00 1.311676e+00 8.254000e+00 9.120636e+02 1.219753e-03 9.066312e+00
 1.442849e-04 6.991343e+00 1.210279e+00 1.311976e+00 8.254000e+00 9.115416e+02 1.219942e-03 9.066487e+00
 1.443481e-04 6.991067e+00 1.210531e+00 1.312276e+00 8.254000e+00 9.091347e+02 1.220132e-03 9.066662e+00
 1.444113e-04 6.990790e+00 1.210784e+00 1.312577e+00 8.254000e+00 9.085563e+02 1.220321e-03 9.066836e+00
 1.444746e-04 6.990514e+00 1.211036e+00 1.312877e+00 8.254000e+00 9.072884e+02 1.220510e-03 9.067011e+00
 1.445379e-04 6.990238e+00 1.211289e+00 1.313178e+00 8.254000e+00 9.064540e+02 1.220700e-03 9.067186e+00
 1.446013e-04 6.989961e+00 1.211541e+00 1.313478e+00 8.254000e+00 9.063493e+02 1.220889e-03 9.067361e+00
 1.446646e-04 6.989685e+00 1.211794e+00 1.313779e+00 8.254000e+00 9.041602e+02 1.221079e-03 9.067536e+00
 1.447280e-04 6.989408e+00 1.212046e+00 1.314080e+00 8.254000e+00 9.027249e+02 1.221268e-03 9.067711e+00
 1.447914e-04 6.989132e+00 1.212299e+00 1.314380e+00 8.254000e+00 9.020189e+02 1.221458e-03 9.067885e+00
 1.448549e-04 6.988855e+00 1.212551e+00 1.314681e+00 8.254000e+00 9.005641e+02 1.221647e-03 9.068060e+00
 1.449184e-04 6.988579e+00 1.212804e+00 1.314982e+00 8.254000e+00 9.006529e+02 1.221837e-03 9.068235e+00
 1.449819e-04 6.988302e+00 1.213056e+00 1.315282e+00 8.254000e+00 8.995215e+02 1.222027e-03 9.068410e+00
 1.450454e-04 6.988026e+00 1.213309e+00 1.315583e+00 8.254000e+00 8.972695e+02 1.222216e-03 9.068585e+00
 1.451090e-04 6.987749e+00 1.213561e+00 1.315884e+00 8.254000e+00 8.965867e+02 1.222406e-03 9.068760e+00
 1.451725e-04 6.987472e+00 1.213814e+00 1.316184e+00 8.254000e+00 8.949333e+02 1.222596e-03 9.068935e+00
 1.452362e-04 6.987196e+00 1.214066e+00 1.316485e+00 8.254000e+00 8.948083e+02 1.222786e-03 9.069111e+00
 1.452998e-04 6.986919e+00 1.214319e+00 1.316786e+00 8.254000e+00 8.942869e+02 1.222976e-03 9.069286e+00
 1.453635e-04 6.986643e+00 1.214572e+00 1.317087e+00 8.254000e+00 8.921047e+02 1.223166e-03 9.069461e+00
 1.454272e-04 6.986366e+00 1.214824e+00 1.317388e+00 8.254000e+00 8.915872e+02 1.223356e-03 9.069636e+00
 1.454909e-04 6.986089e+00 1.215077e+00 1.317689e+00 8.254000e+00 8.904936e+02 1.223546e-03 9.069811e+00
 1.455546e-04 6.985813e+00 1.215329e+00 1.317990e+00 8.254000e+00 8.892310e+02 1.223736e-03 9.069987e+00
 1.456184e-04 6.985536e+00 1.215582e+00 1.318290e+00 8.254000e+00 8.890001e+02 1.223926e-03 9.070162e+00
 1.456822e-04 6.985259e+00 1.215835e+00 1.318591e+00 8.254000e+00 8.872281e+02 1.224117e-03 9.070337e+00
 1.457461e-04 6.984982e+00 1.216087e+00 1.318892e+00 8.254000e+00 8.856889e+02 1.224307e-03 9.070513e+00
 1.458099e-04 6.984706e+00 1.216340e+00 1.319193e+00 8.254000e+00 8.848825e+02 1.224497e-03 9.070688e+00
 1.458738e-04 6.984429e+00 1.216593e+00 1.319494e+00 8.254000e+00 8.834243e+02 1.224688e-03 9.070864e+00
 1.459378e-04 6.984152e+00 1.216845e+00 1.319795e+00 8.254000e+00 8.836843e+02 1.224878e-03 9.071039e+00
 1.460017e-04 6.983875e+00 1.217098e+00 1.320096e+00 8.254000e+00 8.825688e+02 1.225069e-03 9.071214e+00
 1.460657e-04 6.983599e+00 1.217351e+00 1.320397e+00 8.254000e+00 8.802445e+02 1.225259e-03 9.071390e+00
 1.461297e-04 6.983322e+00 1.217603e+00 1.320698e+00 8.254000e+00 8.796619e+02 1.225450e-03 9.071566e+00
 1.461937e-04 6.983045e+00 1.217856e+00 1.321000e+00 8.254000e+00 8.783033e+02 1.225641e-03 9.071741e+00
 1.462578e-04 6.982768e+00 1.218109e+00 1.321301e+00 8.254000e+00 8.779080e+02 1.225831e-03 9.071917e+00
 1.463219e-04 6.982491e+00 1.218361e+00 1.321602e+00 8.254000e+00 8.776445e+02 1.226022e-03 9.072092e+00
 1.463860e-04 6.982214e+00 1.218614e+00 1.321903e+00 8.254000e+00 8.757574e+02 1.226213e-03 9.072268e+00
 1.464501e-04 6.981937e+00 1.218867e+00 1.322204e+00 8.254000e+00 8.746827e+02 1.226404e-03 9.072444e+00
